speed_object_1_kph,speed_object_2_kph,angle_degrees,PET,acceleration_obj1_mps2,acceleration_obj2_mps2,min_dist_dual_check_m,object_count_at_frame1,target_dist_px,FE_inv_PET,FE_safety_index,FE_log_mesafe,FE_dist_squared,class_object_1,class_object_2
12,11,9.9,2.3,0.56,0.56,3.353,48,40.134,0.43478241965981757,0.2865400835565834,3.716835030127268,1610.737956,Car,VRU
3,10,7.2,1.8,0.56,0.0,1.027,41,7.406,0.5555552469137517,0.8776666381762573,2.1289457365829247,54.848836,Car,VRU
5,7,1.88,1.4,0.0,-0.56,1.713,49,17.066,0.7142852040819971,0.35157621284564555,2.8940317187276516,291.24835599999994,Ped,VRU
5,8,3.63,1.03,0.0,0.0,1.191,50,9.717,0.9708728438127731,0.6689306710990356,2.3718312657308602,94.420089,Ped,VRU
4,8,10.34,1.8,1.11,0.0,2.08,48,22.225,0.5555552469137517,0.2699662420712602,3.1452292846999024,493.95062500000006,Ped,VRU
12,16,4.35,2.63,0.0,0.0,16.32,43,222.51,0.38022799230874815,0.06291852023316472,5.409456155782004,49510.700099999995,Car,VRU
9,7,85.14,2.5,0.56,0.0,3.127,40,36.955,0.399999840000064,0.2164794962392235,3.6364012474687315,1365.6720249999998,Car,Ped
3,3,1.82,1.77,0.56,0.56,10.97,42,147.272,0.5649714322195298,0.020370470826970025,4.999048424844336,21689.041983999996,VRU,Car
2,2,3.77,1.9,0.56,0.56,11.807,45,159.036,0.5263155124655198,0.012575768929199874,5.075398789925123,25292.449296,VRU,Car
7,10,33.42,2.0,0.0,0.0,2.885,39,33.545,0.499999750000125,0.2533909598035189,3.542262821940758,1125.267025,VRU,VRU
6,4,87.46,2.1,-0.56,0.56,1.551,40,14.787,0.47619024943321453,0.3381348253104196,2.75918681654959,218.65536900000004,Car,Ped
11,17,0.41,1.6,-0.56,1.11,4.452,41,55.584,0.6249996093752441,0.2518710374951238,4.035726259733689,3089.5810560000004,VRU,VRU
13,13,2.79,1.23,0.0,0.0,2.201,40,23.926,0.8130074690996186,0.5433419483682208,3.215911435404185,572.4534759999999,Car,VRU
13,13,2.86,1.27,0.0,0.0,2.206,40,23.996,0.7874009548023978,0.5417569369162804,3.218715812066835,575.808016,Car,VRU
13,13,3.27,1.2,0.0,0.0,2.194,40,23.831,0.8333326388894676,0.545507928936766,3.212092872571368,567.916561,Car,VRU
13,17,13.47,1.73,0.0,0.56,4.153,41,51.383,0.5780343479570244,0.2919253392770889,3.9585821112081003,2640.2126890000004,Car,VRU
14,8,3.92,2.7,0.0,1.67,8.354,37,110.464,0.3703702331962099,0.0995799527485882,4.71370166881129,12202.295296,Car,VRU
13,12,5.14,1.47,0.0,-0.56,4.128,40,51.035,0.6802716460737102,0.2449299452350359,3.9519165690898226,2604.5712249999997,VRU,VRU
13,22,2.94,1.93,0.0,0.0,6.302,40,81.607,0.518134446562463,0.21444238589284761,4.414094422698925,6659.702449,VRU,VRU
13,4,50.28,1.8,0.0,1.11,1.011,43,7.182,0.5555552469137517,1.183514176620137,2.1019366195072067,51.581124,VRU,Ped
13,5,60.58,2.73,0.0,0.0,3.8,41,46.411,0.36630023212445706,0.19391954075715798,3.85885426928808,2153.9809210000003,VRU,Ped
4,16,0.54,2.8,0.56,0.0,25.714,41,354.647,0.3571427295918823,0.02819705220064726,5.873938665884563,125774.49460899999,LCV,Car
4,16,0.99,2.7,1.11,0.0,25.611,40,353.203,0.3703702331962099,0.028312330222811443,5.869870195103943,124752.35920899999,LCV,Car
14,23,70.83,2.5,0.56,0.0,6.801,40,88.626,0.399999840000064,0.20874235316112255,4.4956454564586545,7854.567876000001,LCV,VRU
13,12,2.14,2.83,-1.67,0.0,12.387,35,167.199,0.353356765598316,0.07476121223953963,5.125147802217964,27955.505601000004,Car,LCV
14,12,2.43,2.83,-1.11,0.0,12.513,35,168.976,0.353356765598316,0.07693400200659264,5.135657250613337,28552.888576,Car,LCV
16,12,2.8,2.93,0.0,0.0,12.724,32,171.938,0.3412968118440915,0.08142469912744886,5.152933148760891,29562.675843999998,Car,LCV
15,12,2.82,2.83,-0.56,0.0,12.48,35,168.507,0.353356765598316,0.08011536565178085,5.132894223902872,28394.609049000002,Car,LCV
23,3,44.56,2.17,0.0,0.0,1.332,42,11.697,0.4608292807238338,1.1113959894506293,2.541365745087654,136.819809,VRU,Ped
8,4,54.66,2.37,1.11,0.0,1.133,40,8.909,0.42194075023597033,0.6734761843667993,2.2934434350767625,79.370281,LCV,Ped
7,7,13.77,2.4,0.0,0.0,1.695,37,16.81,0.41666649305562786,0.41641877356223833,2.87976009730157,282.57609999999994,Car,VRU
7,3,55.18,2.6,0.0,0.0,0.5,39,0.0,0.38461523668644737,5000000.0,0.0,0.0,Car,Ped
13,19,75.89,2.13,1.11,0.0,7.807,36,102.783,0.4694833476604002,0.15566776455573622,4.6423021808256975,10564.345089,VRU,Car
19,8,2.8,2.9,2.22,0.56,12.771,35,172.594,0.3448274673008733,0.07821824583578661,5.156719239416981,29788.688835999998,Car,Car
8,16,1.39,3.0,0.0,0.0,13.828,44,187.472,0.33333322222225925,0.06400955841933964,5.238949454740683,35145.750784,LCV,Car
8,16,27.98,2.97,0.0,0.0,5.325,44,67.873,0.3367002233332581,0.17680078710531746,4.232264228938941,4606.744129000001,LCV,Car
6,8,0.24,2.57,0.0,0.0,5.62,38,72.021,0.3891049069630712,0.09719387265944832,4.2907470710118325,5187.0244410000005,Car,VRU
