sample_index,speed_object_1_kph,speed_object_2_kph,angle_degrees,PET,acceleration_obj1_mps2,acceleration_obj2_mps2,min_dist_dual_check_m,object_count_at_frame1,target_dist_px,FE_inv_PET,FE_safety_index,FE_log_mesafe,FE_dist_squared,class_object_1,class_object_2,event_type
0,4,8,29.19,2.87,0.0,0.0,4.677,48,58.758,0.3484319343442737,0.1021137529848913,4.090303073062381,3452.5025640000003,Car,VRU,0
1,8,11,1.83,1.47,0.0,1.11,1.611,46,15.622,0.6802716460737102,0.6081167194906721,2.8107271191308345,244.046884,Car,VRU,1
2,8,11,2.03,1.4,0.0,-0.56,1.74,46,17.448,0.7142852040819971,0.5444749802570507,2.9149559635267037,304.432704,Car,VRU,1
3,6,16,38.42,2.6,0.0,0.0,1.404,47,12.715,0.3846152366864473,0.8651198690428731,2.618490124389566,161.671225,Car,VRU,0
4,14,17,10.0,2.07,-1.11,0.0,15.321,47,208.468,0.4830915540620512,0.0743519385500319,5.344570983065472,43458.90702399999,Car,VRU,0
5,8,6,60.89,2.57,0.0,0.0,8.986,45,119.355,0.3891049069630712,0.0586485689024459,4.790445708858405,14245.616025,Car,Ped,0
6,5,14,16.2,2.77,0.0,0.0,9.024,42,119.892,0.3610106999961371,0.0792379801885198,4.794897585042639,14374.091664,Car,VRU,0
7,5,16,2.03,2.33,0.0,0.0,8.775,39,116.397,0.4291843651569247,0.0902085097536147,4.765561353404804,13548.261609,Car,VRU,0
8,7,13,8.42,2.9,0.0,0.0,8.24,46,108.867,0.3448274673008733,0.0918551986198278,4.699270543343187,11852.023689,Car,VRU,0
9,6,5,0.9,2.8,0.0,0.0,3.451,50,41.505,0.3571427295918823,0.1325141517283664,3.7496217160693215,1722.6650250000002,Car,Ped,0
10,14,25,9.19,2.23,0.0,0.56,19.113,39,261.799,0.4484302921837254,0.0744846234153506,5.571389481428177,68538.71640099998,Car,VRU,0
11,10,10,16.07,1.67,0.0,0.0,0.866,46,5.154,0.5988020366454871,1.9402402133798575,1.8171022768998504,26.563716,Car,VRU,1
12,10,9,39.82,2.87,0.0,0.56,6.944,46,90.634,0.3484319343442737,0.1048171756204385,4.517802381849488,8214.521956,Car,LCV,0
13,9,10,4.55,2.63,0.0,0.0,5.723,37,73.46,0.3802279923087481,0.129322078283119,4.310262068444571,5396.3716,LCV,LCV,0
14,9,10,0.89,2.8,0.0,0.0,10.904,36,146.333,0.3571427295918823,0.0649204207873793,4.99269533096359,21413.346889,LCV,LCV,0
15,12,11,9.9,2.3,0.56,0.56,3.353,48,40.134,0.4347824196598175,0.2865400835565834,3.716835030127268,1610.737956,Car,VRU,1
16,3,10,7.2,1.8,0.56,0.0,1.027,41,7.406,0.5555552469137517,0.8776666381762573,2.1289457365829247,54.848836,Car,VRU,1
17,5,7,1.88,1.4,0.0,-0.56,1.713,49,17.066,0.7142852040819971,0.3515762128456455,2.894031718727652,291.24835599999994,Ped,VRU,1
18,5,8,3.63,1.03,0.0,0.0,1.191,50,9.717,0.9708728438127732,0.6689306710990356,2.37183126573086,94.420089,Ped,VRU,1
19,4,8,10.34,1.8,1.11,0.0,2.08,48,22.225,0.5555552469137517,0.2699662420712602,3.1452292846999024,493.95062500000006,Ped,VRU,1
20,12,16,4.35,2.63,0.0,0.0,16.32,43,222.51,0.3802279923087481,0.0629185202331647,5.409456155782004,49510.7001,Car,VRU,0
21,9,7,85.14,2.5,0.56,0.0,3.127,40,36.955,0.399999840000064,0.2164794962392235,3.636401247468732,1365.6720249999998,Car,Ped,0
22,3,3,1.82,1.77,0.56,0.56,10.97,42,147.272,0.5649714322195298,0.02037047082697,4.999048424844336,21689.041984,VRU,Car,0
23,2,2,3.77,1.9,0.56,0.56,11.807,45,159.036,0.5263155124655198,0.0125757689291998,5.075398789925123,25292.449296,VRU,Car,0
24,7,10,33.42,2.0,0.0,0.0,2.885,39,33.545,0.499999750000125,0.2533909598035189,3.542262821940758,1125.267025,VRU,VRU,1
25,6,4,87.46,2.1,-0.56,0.56,1.551,40,14.787,0.4761902494332145,0.3381348253104196,2.75918681654959,218.65536900000004,Car,Ped,1
26,11,17,0.41,1.6,-0.56,1.11,4.452,41,55.584,0.6249996093752441,0.2518710374951238,4.035726259733689,3089.5810560000004,VRU,VRU,1
27,13,13,2.79,1.23,0.0,0.0,2.201,40,23.926,0.8130074690996186,0.5433419483682208,3.215911435404185,572.4534759999999,Car,VRU,1
28,13,13,2.86,1.27,0.0,0.0,2.206,40,23.996,0.7874009548023978,0.5417569369162804,3.218715812066835,575.808016,Car,VRU,1
29,13,13,3.27,1.2,0.0,0.0,2.194,40,23.831,0.8333326388894676,0.545507928936766,3.212092872571368,567.916561,Car,VRU,1
30,13,17,13.47,1.73,0.0,0.56,4.153,41,51.383,0.5780343479570244,0.2919253392770889,3.9585821112081,2640.2126890000004,Car,VRU,0
31,14,8,3.92,2.7,0.0,1.67,8.354,37,110.464,0.3703702331962099,0.0995799527485882,4.71370166881129,12202.295296,Car,VRU,0
32,13,12,5.14,1.47,0.0,-0.56,4.128,40,51.035,0.6802716460737102,0.2449299452350359,3.951916569089823,2604.571225,VRU,VRU,1
33,13,22,2.94,1.93,0.0,0.0,6.302,40,81.607,0.518134446562463,0.2144423858928476,4.414094422698925,6659.702449,VRU,VRU,0
34,13,4,50.28,1.8,0.0,1.11,1.011,43,7.182,0.5555552469137517,1.183514176620137,2.1019366195072067,51.581124,VRU,Ped,1
35,13,5,60.58,2.73,0.0,0.0,3.8,41,46.411,0.366300232124457,0.1939195407571579,3.85885426928808,2153.9809210000003,VRU,Ped,0
36,4,16,0.54,2.8,0.56,0.0,25.714,41,354.647,0.3571427295918823,0.0281970522006472,5.873938665884563,125774.494609,LCV,Car,0
37,4,16,0.99,2.7,1.11,0.0,25.611,40,353.203,0.3703702331962099,0.0283123302228114,5.869870195103943,124752.359209,LCV,Car,0
38,14,23,70.83,2.5,0.56,0.0,6.801,40,88.626,0.399999840000064,0.2087423531611225,4.495645456458655,7854.567876000001,LCV,VRU,0
39,13,12,2.14,2.83,-1.67,0.0,12.387,35,167.199,0.353356765598316,0.0747612122395396,5.125147802217964,27955.505601000004,Car,LCV,0
40,14,12,2.43,2.83,-1.11,0.0,12.513,35,168.976,0.353356765598316,0.0769340020065926,5.135657250613337,28552.888576,Car,LCV,0
41,16,12,2.8,2.93,0.0,0.0,12.724,32,171.938,0.3412968118440915,0.0814246991274488,5.152933148760891,29562.675844,Car,LCV,0
42,15,12,2.82,2.83,-0.56,0.0,12.48,35,168.507,0.353356765598316,0.0801153656517808,5.132894223902872,28394.609049,Car,LCV,0
43,23,3,44.56,2.17,0.0,0.0,1.332,42,11.697,0.4608292807238338,1.1113959894506291,2.541365745087654,136.819809,VRU,Ped,1
44,8,4,54.66,2.37,1.11,0.0,1.133,40,8.909,0.4219407502359703,0.6734761843667993,2.2934434350767625,79.370281,LCV,Ped,1
45,7,7,13.77,2.4,0.0,0.0,1.695,37,16.81,0.4166664930556278,0.4164187735622383,2.87976009730157,282.57609999999994,Car,VRU,1
46,7,3,55.18,2.6,0.0,0.0,0.5,39,0.0,0.3846152366864473,5000000.0,0.0,0.0,Car,Ped,1
47,13,19,75.89,2.13,1.11,0.0,7.807,36,102.783,0.4694833476604002,0.1556677645557362,4.6423021808256975,10564.345089,VRU,Car,1
48,19,8,2.8,2.9,2.22,0.56,12.771,35,172.594,0.3448274673008733,0.0782182458357866,5.156719239416981,29788.688836,Car,Car,0
49,8,16,1.39,3.0,0.0,0.0,13.828,44,187.472,0.3333332222222592,0.0640095584193396,5.238949454740683,35145.750784,LCV,Car,0
50,8,16,27.98,2.97,0.0,0.0,5.325,44,67.873,0.3367002233332581,0.1768007871053174,4.232264228938941,4606.744129000001,LCV,Car,0
51,6,8,0.24,2.57,0.0,0.0,5.62,38,72.021,0.3891049069630712,0.0971938726594483,4.2907470710118325,5187.0244410000005,Car,VRU,0
52,6,8,0.33,2.6,0.56,0.0,6.329,38,81.991,0.3846152366864473,0.0853752230686877,4.418732168182296,6722.524081,Car,VRU,0
53,7,8,0.88,2.47,0.56,0.0,5.464,39,69.819,0.4048581356849652,0.1074206146260958,4.260127326279067,4874.692761,Car,VRU,0
54,10,4,80.73,2.0,1.11,0.0,3.133,43,37.038,0.499999750000125,0.1889950810250261,3.638585660059469,1371.8134439999997,Car,Ped,1
55,17,17,1.51,2.5,0.0,0.0,15.216,43,206.985,0.399999840000064,0.0821315550299221,5.337465961716263,42842.790225,Car,VRU,0
56,17,17,0.1,2.4,0.0,0.0,13.443,45,182.057,0.4166664930556278,0.0933773483393808,5.209797579752862,33144.75124899999,Car,VRU,0
57,17,17,0.81,2.3,0.0,0.0,12.698,44,171.575,0.4347824196598175,0.0990820335183911,5.150831924589539,29437.980625,Car,VRU,0
58,8,16,62.95,2.37,0.0,1.11,15.048,43,204.624,0.4219407502359703,0.0586441470275033,5.326049258285926,41870.981376,VRU,VRU,0
59,10,8,2.65,2.37,0.0,0.0,7.584,48,99.635,0.4219407502359703,0.0903297025108676,4.611500109682961,9927.133225,Car,Car,0
60,6,8,39.0,2.27,1.11,0.0,1.944,47,20.31,0.4405284402958412,0.3446577870675634,3.0591764461105257,412.4961,Car,Car,0
61,11,8,4.68,1.47,1.11,0.0,3.0,43,35.158,0.6802716460737102,0.2702087641444688,3.5878982242598227,1236.084964,VRU,VRU,1
62,7,8,13.71,1.03,0.56,0.56,1.352,41,11.983,0.9708728438127732,0.6258866205552349,2.5636408093781164,143.59228900000002,VRU,VRU,1
63,8,11,20.75,1.8,0.0,0.56,2.095,44,22.438,0.5555552469137517,0.4233888749715271,3.1543586368364105,503.463844,LCV,VRU,1
64,9,6,3.01,2.4,1.11,0.56,9.06,45,120.407,0.4166664930556278,0.0622887368484495,4.799148537589118,14497.845649,VRU,VRU,1
65,20,24,0.8,2.47,0.0,0.0,25.243,52,348.029,0.4048581356849652,0.0632131228627122,5.85515501330614,121124.184841,Car,VRU,0
66,20,24,1.3,2.4,0.0,0.0,19.398,47,265.806,0.4166664930556278,0.0827671306036465,5.586521802544223,70652.829636,Car,VRU,0
67,20,24,7.24,2.37,0.0,0.56,19.671,47,269.653,0.4219407502359703,0.0815863347280158,5.600837557607936,72712.740409,Car,VRU,0
68,9,3,4.34,2.27,0.0,0.56,8.165,44,107.818,0.4405284402958412,0.0556493344743054,4.689676761914431,11624.721124,Car,VRU,0
69,5,4,51.43,2.9,0.0,0.0,0.996,48,6.97,0.3448274673008733,0.6456240106708736,2.075684492802124,48.5809,Car,Ped,1
70,8,12,5.63,2.33,0.56,0.56,1.936,51,20.196,0.4291843651569247,0.4951475294539745,3.053812484630516,407.8784160000001,Car,VRU,1
71,11,12,4.66,1.7,0.0,0.0,9.944,50,132.835,0.5882349480970894,0.0865735680613274,4.896607697941289,17645.137225000002,Car,VRU,0
72,7,10,86.63,2.1,-1.11,0.0,3.587,53,43.416,0.4761902494332145,0.1957803529624942,3.7935997648843394,1884.949056,VRU,Car,1
73,8,2,82.7,2.83,1.11,0.0,3.334,52,39.864,0.353356765598316,0.1254264467834024,3.7102494798501287,1589.1384959999998,VRU,Ped,1
74,6,13,84.58,1.67,-0.56,0.56,1.701,51,16.892,0.5988020366454871,0.5623963673693839,2.8843536855706016,285.339664,VRU,VRU,1
75,9,13,87.11,1.47,0.56,0.56,1.418,50,12.919,0.6802716460737102,0.851459025353431,2.633254813245264,166.900561,VRU,VRU,1
76,8,16,89.64,2.0,0.0,1.11,2.657,53,30.339,0.499999750000125,0.3955304922531892,3.444863328314142,920.454921,VRU,VRU,1
77,13,12,5.7,2.53,-0.56,0.0,2.467,52,27.673,0.3952567607680787,0.4517038105119138,3.3559559134164663,765.7949289999999,Car,Car,0
78,3,10,26.24,2.13,0.56,0.0,4.14,54,51.205,0.4694833476604002,0.1269407259654189,3.9551782757420737,2621.952025,Car,VRU,1
79,4,3,3.22,2.57,1.11,0.56,11.219,57,150.773,0.3891049069630712,0.0232137052176868,5.022385983528918,22732.497529,Car,Ped,0
80,9,12,27.9,2.8,0.0,0.0,5.453,45,69.671,0.3571427295918823,0.1507083269838479,4.258035304878579,4854.048241000001,Car,LCV,0
81,9,14,48.17,1.9,0.56,0.0,3.165,51,37.483,0.5263155124655198,0.3068057437556828,3.650216585336545,1404.9752889999995,Ped,VRU,1
82,7,10,70.46,2.27,1.11,0.0,2.846,51,32.993,0.4405284402958412,0.2576303986412148,3.526154621066539,1088.5380490000002,Ped,VRU,0
83,20,15,9.92,3.0,0.0,0.0,25.46,50,351.072,0.3333332222222592,0.0498473246233042,5.8638357001360735,123251.549184,VRU,VRU,0
84,20,15,8.28,2.9,0.0,-0.56,24.332,50,335.211,0.3448274673008733,0.0522059238741988,5.817738939059142,112366.414521,VRU,VRU,0
85,12,14,9.41,1.03,-0.56,-0.56,2.612,51,29.702,0.9708728438127732,0.437680949509092,3.4243277990510097,882.2088040000001,VRU,VRU,1
86,11,14,3.84,1.13,0.0,1.11,3.161,50,37.433,0.8849549690663993,0.3339299459319332,3.6489164655424062,1401.229489,VRU,VRU,1
87,11,13,7.55,1.2,1.11,2.22,3.646,51,44.253,0.8333326388894676,0.2711680502752796,3.8122689662908384,1958.328009,VRU,VRU,1
88,9,14,10.87,2.5,0.0,0.0,14.311,56,194.265,0.399999840000064,0.0591974876627416,5.274357610352805,37738.890225,Car,VRU,0
89,11,6,4.21,2.87,-1.11,-1.11,5.167,54,65.64,0.3484319343442737,0.1294942088742503,4.199304997858588,4308.6096,VRU,Car,0
90,13,3,62.49,1.1,-0.56,0.56,0.5,46,0.0,0.9090900826453794,8000000.0,0.0,0.0,VRU,Ped,1
91,14,11,0.81,1.03,0.0,0.0,4.068,46,50.179,0.9708728438127732,0.2491081877058493,3.935329291658381,2517.932041,VRU,VRU,0
92,13,11,1.13,1.27,0.0,0.0,3.452,49,41.521,0.7874009548023978,0.2890103733289089,3.749998071541504,1723.993441,VRU,VRU,0
93,13,11,1.0,1.3,0.0,0.0,3.515,50,42.402,0.7692301775152481,0.2830055119332694,3.7705055229938815,1797.9296040000002,VRU,VRU,0
94,14,14,1.92,2.63,0.0,0.0,16.338,45,222.774,0.3802279923087481,0.0628439581690683,5.410636613972579,49628.255076,VRU,VRU,0
95,14,14,1.81,2.67,0.0,0.0,16.118,44,219.682,0.3745316949319494,0.063728479967733,5.396722751259664,48260.181124,VRU,VRU,0
96,14,14,4.13,2.87,0.56,0.0,11.124,48,149.439,0.3484319343442737,0.093683709783365,5.013557686411737,22332.014721,VRU,VRU,0
97,14,14,0.9,2.73,0.0,0.0,15.164,45,206.25,0.366300232124457,0.0678787875496786,5.333925794015404,42539.0625,VRU,VRU,0
98,10,14,2.43,1.47,0.0,0.0,4.739,50,59.625,0.6802716460737102,0.2012578582598262,4.104707349257647,3555.140625,VRU,VRU,0
99,10,14,2.5,1.57,0.0,0.0,7.759,46,102.108,0.6369422694635226,0.1175226219539838,4.635776982580992,10426.043664,VRU,VRU,0
100,8,4,84.17,1.53,0.56,0.0,1.189,51,9.686,0.6535943440559843,0.6194506897118842,2.3689344735355795,93.818596,VRU,Ped,1
101,10,13,3.94,2.6,0.0,1.11,6.213,48,80.359,0.3846152366864473,0.1431078019499023,4.398871460612654,6457.568880999999,Car,VRU,0
102,10,9,21.37,2.6,0.0,0.56,3.98,45,48.951,0.3846152366864473,0.1940716186784413,3.9110425249141847,2396.200401,Car,VRU,0
103,3,11,61.89,2.2,0.56,0.0,0.5,48,0.0,0.4545452479339781,7000000.0,0.0,0.0,Ped,VRU,0
104,2,14,33.56,2.33,0.56,0.56,0.828,55,4.61,0.4291843651569247,1.7353575411371926,1.724550719534605,21.2521,Ped,VRU,1
105,11,14,1.3,1.73,0.0,0.0,7.511,50,98.608,0.5780343479570244,0.1267645614274241,4.601242482650111,9723.537664,VRU,VRU,0
106,11,14,1.49,1.77,0.0,0.0,7.498,49,98.428,0.5649714322195298,0.1269963818527616,4.599433764136155,9688.071184,VRU,VRU,0
107,11,14,1.2,1.8,0.0,0.56,7.407,47,97.146,0.5555552469137517,0.1286723063361095,4.586456165943967,9437.345316,VRU,VRU,0
108,11,14,1.41,1.8,0.0,0.56,7.519,48,98.726,0.5555552469137517,0.1266130489778472,4.602426425317028,9746.823076,VRU,VRU,0
109,11,14,4.45,1.47,0.0,0.0,3.547,50,42.859,0.6802716460737102,0.2916540215204736,3.780979942912221,1836.893881,VRU,VRU,0
110,7,6,45.68,2.57,1.11,0.0,5.735,38,73.627,0.3891049069630712,0.0882828298276063,4.312502372023651,5420.935129,Car,Ped,0
111,13,8,73.22,2.17,0.0,0.56,1.399,44,12.646,0.4608292807238338,0.8303020061440767,2.613446438393232,159.92131600000002,VRU,VRU,1
112,13,8,72.65,2.17,0.0,0.56,1.399,44,12.646,0.4608292807238338,0.8303020061440767,2.613446438393232,159.92131600000002,VRU,VRU,1
113,13,8,68.14,1.87,0.0,1.11,1.407,45,12.756,0.5347590723213517,0.8231419862698349,2.62147509257002,162.715536,VRU,VRU,1
114,8,9,71.78,2.47,0.0,1.11,3.407,46,40.892,0.4048581356849652,0.207864613913122,3.7350948779108992,1672.1556640000003,VRU,Car,1
115,19,14,12.69,2.5,0.0,0.0,15.637,35,212.907,0.399999840000064,0.0774986257967158,5.365541341125588,45329.39064900001,VRU,Car,0
116,12,5,39.07,2.6,0.0,0.0,0.932,42,6.076,0.3846152366864473,1.398946445203021,1.9567087762975388,36.917776,LCV,Ped,1
117,12,11,4.4,2.73,0.0,0.0,8.359,43,110.547,0.366300232124457,0.1040281499812012,4.714446026747288,12220.639209,LCV,Car,0
118,19,7,0.18,1.7,0.0,0.56,7.242,39,94.835,0.5882349480970894,0.1370801904668087,4.562627962722416,8993.677225,Car,LCV,0
119,18,4,0.8,1.57,0.0,0.56,8.324,39,110.044,0.6369422694635226,0.0999600150852385,4.709926519164434,12109.681936,Car,LCV,0
120,10,8,1.79,2.13,0.0,0.0,1.549,42,14.748,0.4694833476604002,0.610252196212897,2.756713373081491,217.503504,Car,Car,1
121,10,8,2.08,2.13,0.0,0.0,1.503,42,14.109,0.4694833476604002,0.637890662847072,2.715290592757704,199.063881,Car,Car,1
122,10,8,0.38,1.8,0.0,0.0,1.406,39,12.747,0.5555552469137517,0.7060484266063838,2.620820618489283,162.486009,Car,Car,1
123,10,8,0.84,1.8,0.0,0.0,1.517,40,14.311,0.5555552469137517,0.6288868262953794,2.728571524322958,204.804721,Car,Car,1
124,10,8,1.35,1.83,0.0,0.0,1.623,38,15.789,0.5464477888263449,0.5700170644108516,2.820723910054261,249.292521,Car,Car,1
125,10,8,1.93,1.9,0.0,0.0,1.805,38,18.35,0.5263155124655198,0.4904631885306164,2.962692419475791,336.7225,Car,Car,1
126,10,14,73.77,2.97,0.0,0.0,4.835,41,60.974,0.3367002233332581,0.196805192429475,4.126714942252551,3717.828676,LCV,Car,0
127,8,15,68.74,2.97,-0.56,0.0,5.767,43,74.087,0.3367002233332581,0.1552229115064328,4.318647441256157,5488.8835690000005,LCV,VRU,0
128,11,14,1.56,2.0,0.0,0.0,7.92,42,104.362,0.499999750000125,0.1197753960275253,4.657402039790926,10891.427043999998,Car,Car,0
129,1,1,3.55,2.8,0.56,0.0,20.357,48,279.3,0.3571427295918823,0.00358037950741,5.635860458170742,78008.49,Car,VRU,0
130,4,7,1.56,2.7,0.56,0.56,15.783,44,214.962,0.3703702331962099,0.0255859173919766,5.375102466281458,46208.661444,Car,VRU,0
131,10,13,12.21,1.93,0.0,0.0,6.734,40,87.684,0.518134446562463,0.1311527743812694,4.485079489729964,7688.483856,Car,VRU,0
132,10,19,15.99,2.37,0.0,0.0,4.076,39,50.3,0.4219407502359703,0.2882703720025771,3.937690752176724,2530.09,Car,VRU,1
133,10,6,1.84,1.83,0.56,0.56,9.119,43,121.229,0.5464477888263449,0.0659908102352505,4.805896334458151,14696.470441,VRU,Car,0
134,7,6,67.06,1.33,1.11,-1.11,1.745,38,17.514,0.7518791339254632,0.3711316449051247,2.9185272026450195,306.740196,VRU,VRU,1
135,10,9,43.51,2.17,0.0,0.0,4.312,52,53.613,0.4608292807238338,0.1771958260646517,4.0002719496487815,2874.353769,Car,VRU,0
136,10,9,58.81,1.27,0.0,0.56,1.512,50,14.229,0.7874009548023978,0.667650525852096,2.7232015048695537,202.464441,Car,VRU,1
137,9,16,75.75,2.0,1.11,0.0,2.663,45,30.428,0.499999750000125,0.4108058232284138,3.447699215313575,925.863184,Car,VRU,0
138,7,10,5.52,2.07,0.0,0.56,3.029,46,35.578,0.4830915540620512,0.2389116802824307,3.599446966782384,1265.794084,Car,VRU,0
139,5,7,4.97,2.27,0.56,0.56,3.906,40,47.906,0.4405284402958412,0.125245269376586,3.889900088340376,2294.984836,Car,VRU,0
140,11,13,70.55,2.83,0.0,0.0,3.166,40,37.498,0.353356765598316,0.320017059042694,3.650606291892444,1406.100004,Car,VRU,0
141,8,13,7.48,1.9,0.0,0.56,4.253,50,52.788,0.5263155124655198,0.1989088391507759,3.985050393961624,2786.572944,VRU,VRU,1
142,11,12,61.07,1.5,0.56,0.56,2.6,50,29.537,0.6666662222225186,0.3893421678118235,3.4189390631383123,872.434369,Car,VRU,1
143,12,5,50.14,1.27,0.0,0.0,3.702,48,45.041,0.7874009548023978,0.1887169425919286,3.8295323038610674,2028.691681,Car,Ped,1
144,16,12,21.39,1.87,1.11,0.56,3.37,50,40.375,0.5347590723213517,0.346749217417976,3.722676833697227,1630.140625,Car,VRU,0
145,13,13,65.8,2.4,0.56,0.0,5.343,50,68.122,0.4166664930556278,0.1908340889751609,4.235873059262371,4640.606884,Car,VRU,0
146,13,12,68.19,2.33,0.56,1.11,6.72,50,87.481,0.4291843651569247,0.1428881683692668,4.482787839699308,7652.925360999999,Car,VRU,0
147,12,5,69.97,2.5,0.0,0.0,4.157,51,51.44,0.399999840000064,0.1652410543304616,3.959669658895499,2646.0736,Car,Ped,0
148,8,9,8.16,1.47,0.0,0.0,2.54,50,28.693,0.6802716460737102,0.2962394905991185,3.390911327793656,823.2882490000001,VRU,VRU,1
149,8,9,8.2,1.5,0.0,0.0,2.641,50,30.112,0.6666662222225186,0.2822794805300385,3.437593596853446,906.7325439999998,VRU,VRU,1
150,8,9,0.99,1.93,0.0,-0.56,1.443,50,13.261,0.518134446562463,0.6409772535270906,2.65752853875463,175.854121,VRU,VRU,1
151,9,10,7.67,1.63,0.0,0.56,2.355,48,26.09,0.6134965561370822,0.3641241715552253,3.299164656097004,680.6881,VRU,VRU,1
152,10,18,3.28,1.7,0.0,0.0,6.646,54,86.451,0.5882349480970894,0.1619414447265914,4.4710786365050055,7473.775400999999,VRU,Car,0
153,9,9,5.37,2.43,0.56,0.0,3.431,49,41.225,0.4115224643940475,0.2183141244799484,3.743012462693864,1699.500625,VRU,Car,0
154,13,9,5.07,2.63,0.0,-1.11,2.075,50,22.15,0.3802279923087481,0.4966139730648319,3.1419947805322432,490.6225,Car,VRU,1
155,12,8,28.39,2.8,0.0,-0.56,4.62,53,57.95,0.3571427295918823,0.1725625509480146,4.07668962698338,3358.2025000000003,VRU,Car,0
156,18,4,71.85,2.2,0.56,0.0,1.19,49,9.703,0.4545452479339781,1.1336698821323423,2.3705240760022384,94.148209,Car,Ped,1
157,4,11,60.14,1.9,0.0,1.11,0.662,40,2.285,0.5263155124655198,3.2822742747158533,1.189366651936574,5.221225,Ped,VRU,1
158,12,12,0.82,2.67,0.56,0.0,8.881,36,117.883,0.3745316949319494,0.1017958475624488,4.778139816182667,13896.401688999998,VRU,VRU,0
159,12,12,0.39,2.7,0.56,0.0,8.787,37,116.562,0.3703702331962099,0.10294950238543,4.766965853995321,13586.699844,VRU,VRU,0
160,12,11,14.49,2.9,0.56,0.0,9.358,39,124.598,0.3448274673008733,0.0922968258535704,4.833086330340438,15524.661604,VRU,VRU,0
161,11,11,4.41,2.93,0.56,0.0,9.226,39,122.735,0.3412968118440915,0.0896239859076548,4.818142181980805,15063.880225,VRU,VRU,0
162,12,12,0.38,2.7,0.56,0.0,8.954,37,118.912,0.3703702331962099,0.1009149614764282,4.786758140428295,14140.063744,VRU,VRU,0
163,14,14,1.01,1.6,1.11,-0.56,2.66,52,30.383,0.6249996093752441,0.4607839758817768,3.4462663450297333,923.126689,VRU,VRU,1
164,4,6,2.06,1.4,1.11,1.11,5.605,55,71.798,0.7142852040819971,0.0696398218663497,4.287688482297791,5154.9528040000005,VRU,VRU,0
165,4,6,1.5,1.37,1.11,1.11,5.605,54,71.798,0.7299264745062229,0.0696398218663497,4.287688482297791,5154.9528040000005,VRU,VRU,0
166,11,12,2.5,1.27,0.0,0.0,5.708,50,73.25,0.7874009548023978,0.1569965848874186,4.307437777682809,5365.5625,VRU,VRU,0
167,12,11,9.87,2.1,0.0,0.0,4.021,40,49.519,0.4761902494332145,0.2322340872749028,3.9223495031454494,2452.131361,Car,VRU,0
168,3,15,19.85,1.5,0.0,-0.56,1.936,50,20.193,0.6666662222225186,0.4456989825336016,3.053670938474437,407.75724900000006,LCV,VRU,1
169,5,7,14.16,2.23,0.0,1.11,0.859,49,5.057,0.4484302921837254,1.1864739595661538,1.8012146279988102,25.573249000000004,Car,VRU,1
170,7,11,6.94,1.9,0.0,0.0,10.585,54,141.858,0.5263155124655198,0.0634437249683223,4.961851129908824,20123.692164,Car,VRU,0
171,7,18,3.34,1.4,0.0,0.0,7.559,54,99.295,0.7142852040819971,0.1258875056559997,4.608115843276661,9859.497025,Car,VRU,0
172,7,15,14.37,1.47,0.0,0.0,3.461,51,41.648,0.6802716460737102,0.2641183186679235,3.75298037952046,1734.5559040000005,Car,VRU,1
173,5,12,12.71,2.9,0.0,0.0,4.545,50,56.891,0.3448274673008733,0.1494085154170516,4.058561932082329,3236.585881,Car,VRU,1
174,1,17,5.35,2.33,0.0,0.0,7.524,36,98.803,0.4291843651569247,0.0910903505856062,4.603198242985862,9762.032809,Car,Car,0
175,16,20,13.65,2.3,0.0,0.0,14.19,44,192.557,0.4347824196598175,0.093478813579985,5.26557204273495,37078.198249,Car,VRU,0
176,6,6,1.08,2.67,-1.11,0.0,2.784,45,32.126,0.3745316949319494,0.1867646085175681,3.5003184725299623,1032.0798759999998,Car,Car,1
177,8,6,16.88,2.8,0.0,0.0,2.754,53,31.704,0.3571427295918823,0.220792322079475,3.487497394581239,1005.143616,Car,Car,0
178,8,6,1.39,2.53,0.0,0.0,5.491,54,70.201,0.3952567607680787,0.0997136778719152,4.265506863263121,4928.180400999999,Car,Car,0
179,15,18,1.91,2.93,0.0,0.56,12.748,40,172.279,0.3412968118440915,0.0957748762427523,5.154903012229565,29680.053841,VRU,VRU,0
180,6,6,82.5,2.03,0.0,0.0,1.569,52,15.03,0.492610594773106,0.3992015702460699,2.7744619666214616,225.9009,Car,Ped,1
181,6,5,68.76,2.8,0.0,0.0,3.467,54,41.736,0.3571427295918823,0.1317807137296168,3.755041656367605,1741.893696,Car,Ped,0
182,16,15,8.09,2.07,0.0,0.0,6.916,46,90.248,0.4830915540620512,0.1717489565225937,4.513581074414183,8144.701504000001,Car,VRU,0
183,14,3,7.22,2.03,0.0,0.56,7.808,46,102.796,0.492610594773106,0.082688041531888,4.642427434343799,10567.017616,VRU,Car,0
184,7,5,89.25,2.73,0.56,1.11,2.087,46,22.316,0.366300232124457,0.2688653760142778,3.1491398201833034,498.0038559999999,Car,VRU,0
185,7,7,15.51,2.93,0.0,0.0,6.223,51,80.502,0.3412968118440915,0.0869543603021743,4.40062755982302,6480.572004,Car,LCV,0
186,6,6,76.7,2.63,0.0,0.0,7.318,49,95.904,0.3802279923087481,0.0625625619102168,4.573720797714501,9197.577216,Car,Ped,1
